,Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/21/2018,7,13,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/22/2018,5,11,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/23/2018,-15,-5,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/24/2018,-37,-35,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/25/2018,-32,-25,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/26/2018,-14,-5,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/27/2018,-3,2,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/28/2018,4,6,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/29/2018,2,3,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/30/2018,-2,1,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/01/2018,11,23,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/02/2018,13,27,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/03/2018,17,29,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/04/2018,11,19,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/05/2018,8,11,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/06/2018,3,8,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/07/2018,-12,-7,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/08/2018,-11,-8,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/09/2018,-14,-11,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/10/2018,-33,,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/11/2018,-18,-11,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/12/2018,-33,-24,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/13/2018,-22,-10,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/14/2018,-16,-9,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/15/2018,-38,-35,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/16/2018,-23,-16,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/17/2018,-12,-8,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/18/2018,-11,-8,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/19/2018,-9,-8,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/20/2018,-7,-5,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/21/2018,-11,-7,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/22/2018,-12,-7,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/23/2018,-7,-5,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/24/2018,-31,-11,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/25/2018,-43,-41,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/26/2018,-28,-13,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/27/2018,-8,-3,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/28/2018,-12,-4,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/29/2018,-9,-6,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/30/2018,-16,-6,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/31/2018,-6,3,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/01/2019,-9,-5,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/02/2019,-5,-1,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/03/2019,-2,6,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/04/2019,-35,,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/05/2019,-26,-19,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/06/2019,-27,-18,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/07/2019,-23,-17,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/08/2019,-39,-35,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/09/2019,-42,-36,-48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/10/2019,-41,-33,-47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/11/2019,-33,-30,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/12/2019,-48,-39,-53,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/13/2019,-45,-39,-51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/14/2019,-20,-10,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/15/2019,-13,-10,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/16/2019,-16,-12,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/17/2019,-22,-16,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/18/2019,-9,11,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/19/2019,-3,2,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/20/2019,-13,-6,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/21/2019,-36,,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/22/2019,-34,-29,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/23/2019,-23,-9,-33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/24/2019,-5,-1,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/25/2019,0,1,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/26/2019,0,5,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/27/2019,19,32,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/28/2019,21,32,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/29/2019,-7,2,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/30/2019,-22,-17,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/31/2019,-27,-20,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/01/2019,-33,-28,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/02/2019,-25,2,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/03/2019,4,14,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/04/2019,18,21,12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/05/2019,-1,13,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/06/2019,-19,-13,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/07/2019,17,37,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/08/2019,29,35,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/09/2019,15,33,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/10/2019,25,33,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/11/2019,19,29,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/12/2019,17,31,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/13/2019,-21,-10,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/14/2019,-38,,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/15/2019,-34,-27,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/16/2019,-15,3,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/17/2019,-6,4,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/18/2019,11,20,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/19/2019,0,10,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/20/2019,-18,-11,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/21/2019,-17,-11,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/22/2019,-22,,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/23/2019,20,27,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/24/2019,20,39,6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/25/2019,11,27,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/26/2019,11,20,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/27/2019,2,15,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/28/2019,7,19,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/01/2019,4,11,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/02/2019,5,22,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/03/2019,14,24,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/04/2019,-1,18,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/05/2019,6,18,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/06/2019,17,24,6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/07/2019,16,21,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/08/2019,14,15,12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/09/2019,6,12,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/10/2019,4,7,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/11/2019,-10,-2,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/12/2019,-14,-12,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/13/2019,-18,-15,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/14/2019,-17,-11,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/15/2019,-15,-5,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/16/2019,-2,6,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/17/2019,9,20,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/18/2019,10,25,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/19/2019,1,9,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/20/2019,-5,4,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/21/2019,-3,1,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/22/2019,-2,4,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/23/2019,11,23,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/24/2019,15,27,6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/25/2019,26,36,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/26/2019,27,38,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/27/2019,25,38,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/28/2019,24,33,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/29/2019,26,36,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/30/2019,35,40,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/31/2019,35,38,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/01/2019,20,31,6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/02/2019,0,7,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/03/2019,-7,2,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/04/2019,-5,4,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/05/2019,-8,4,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/06/2019,-7,8,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/07/2019,-1,8,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/08/2019,-5,2,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/09/2019,-6,1,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/10/2019,5,12,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/11/2019,8,15,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/12/2019,8,13,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/13/2019,6,19,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/14/2019,15,28,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/15/2019,12,19,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/16/2019,12,17,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/17/2019,13,19,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/18/2019,5,14,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/19/2019,1,9,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/20/2019,3,18,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/21/2019,5,13,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/22/2019,11,18,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/23/2019,13,16,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/24/2019,15,22,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/25/2019,23,35,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/26/2019,25,33,9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/27/2019,17,31,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/28/2019,20,44,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/29/2019,28,51,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/30/2019,30,48,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/01/2019,26,37,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/02/2019,23,30,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/03/2019,33,50,18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/04/2019,36,49,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/05/2019,23,29,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/06/2019,22,24,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/07/2019,21,24,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/08/2019,22,29,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/09/2019,29,40,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/10/2019,26,32,20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/11/2019,24,30,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/12/2019,33,44,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/13/2019,39,54,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/14/2019,34,41,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/15/2019,35,45,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/16/2019,30,34,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/17/2019,32,37,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/18/2019,36,43,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/19/2019,32,36,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/20/2019,34,38,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/21/2019,40,50,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/22/2019,47,57,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/23/2019,44,53,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/24/2019,42,49,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/25/2019,44,53,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/26/2019,38,47,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/27/2019,41,54,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/28/2019,52,65,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/29/2019,39,50,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/30/2019,37,45,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/31/2019,39,49,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/01/2019,39,49,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/02/2019,39,51,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/03/2019,41,54,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/04/2019,40,51,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/05/2019,43,57,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/06/2019,45,58,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/07/2019,52,66,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/08/2019,54,64,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/09/2019,43,54,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/10/2019,44,57,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/11/2019,50,62,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/12/2019,46,52,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/13/2019,47,54,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/14/2019,45,51,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/15/2019,48,58,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/16/2019,55,67,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/17/2019,40,43,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/18/2019,49,61,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/19/2019,60,72,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/20/2019,67,80,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/21/2019,65,75,56,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/22/2019,52,56,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/23/2019,46,55,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/24/2019,43,48,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/25/2019,46,55,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/26/2019,57,70,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/27/2019,54,60,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/28/2019,54,64,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/29/2019,58,68,49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/30/2019,58,68,49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/01/2019,57,63,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/02/2019,63,75,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/03/2019,60,65,55,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/04/2019,63,74,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/05/2019,63,72,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/06/2019,68,79,57,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/07/2019,68,77,55,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/08/2019,63,75,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/09/2019,65,76,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/10/2019,51,62,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/11/2019,52,64,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/12/2019,56,68,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/13/2019,62,80,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/14/2019,65,76,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/15/2019,58,63,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/16/2019,63,75,54,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/17/2019,53,63,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/18/2019,55,69,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/19/2019,49,52,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/20/2019,50,53,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/21/2019,55,64,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/22/2019,61,73,53,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/23/2019,62,75,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/24/2019,60,74,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/25/2019,63,73,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/26/2019,58,62,55,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/27/2019,57,60,53,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/28/2019,55,65,48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/29/2019,58,69,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/30/2019,57,64,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/31/2019,56,61,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/01/2019,49,55,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/02/2019,52,60,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/03/2019,53,65,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/04/2019,47,54,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/05/2019,49,57,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/06/2019,45,54,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/07/2019,47,61,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/08/2019,51,54,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/09/2019,49,54,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/10/2019,44,52,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/11/2019,48,54,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/12/2019,51,64,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/13/2019,56,60,52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/14/2019,52,58,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/15/2019,44,51,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/16/2019,42,52,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/17/2019,41,45,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/18/2019,44,55,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/19/2019,40,44,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/20/2019,41,43,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/21/2019,41,45,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/22/2019,42,47,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/23/2019,40,44,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/24/2019,45,52,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/25/2019,46,48,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/26/2019,51,60,43,,,
