,Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
"BETHEL AIRPORT, AK US (USW00026615)",1/31/2002,5,19,-9,0,0.2,10
"BETHEL AIRPORT, AK US (USW00026615)",2/1/2002,23,33,13,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",2/2/2002,-20,26,4,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",2/3/2002,14,22,5,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",2/4/2002,-2,25,10,0.08,1.7,10
"BETHEL AIRPORT, AK US (USW00026615)",2/5/2002,22,30,14,0.02,1,11
"BETHEL AIRPORT, AK US (USW00026615)",2/6/2002,12,16,8,0.01,0.9,12
"BETHEL AIRPORT, AK US (USW00026615)",2/7/2002,0,9,-5,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",2/8/2002,-8,0,-16,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",2/9/2002,-7,5,-19,0,0.5,13
"BETHEL AIRPORT, AK US (USW00026615)",2/10/2002,-1,4,-12,0,0,13
"BETHEL AIRPORT, AK US (USW00026615)",2/11/2002,0,17,-7,0.07,1.3,14
"BETHEL AIRPORT, AK US (USW00026615)",2/12/2002,-4,6,-7,0,0.2,14
"BETHEL AIRPORT, AK US (USW00026615)",2/13/2002,16,32,-1,0.21,4,18
"BETHEL AIRPORT, AK US (USW00026615)",2/14/2002,17,30,4,0.07,0.9,18
"BETHEL AIRPORT, AK US (USW00026615)",2/15/2002,0,4,-4,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/16/2002,0,3,-3,0.01,0.3,15
"BETHEL AIRPORT, AK US (USW00026615)",2/17/2002,2,5,-1,0,0.1,14
"BETHEL AIRPORT, AK US (USW00026615)",2/18/2002,0,4,-5,0,0.2,14
"BETHEL AIRPORT, AK US (USW00026615)",2/19/2002,-4,7,-14,0.04,0.6,14
"BETHEL AIRPORT, AK US (USW00026615)",2/20/2002,14,21,7,0,0.1,14
"BETHEL AIRPORT, AK US (USW00026615)",2/21/2002,12,29,-5,0,0,13
"BETHEL AIRPORT, AK US (USW00026615)",2/22/2002,32,35,28,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",2/23/2002,34,37,30,0.01,0.3,7
"BETHEL AIRPORT, AK US (USW00026615)",2/24/2002,33,36,29,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",2/25/2002,29,37,20,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",2/26/2002,32,38,26,0,0.2,3
"BETHEL AIRPORT, AK US (USW00026615)",2/27/2002,31,33,28,0.03,0.6,4
"BETHEL AIRPORT, AK US (USW00026615)",2/28/2002,28,30,26,0.15,3.3,7
"BETHEL AIRPORT, AK US (USW00026615)",3/1/2002,26,30,22,0.08,1.7,8
"BETHEL AIRPORT, AK US (USW00026615)",3/2/2002,19,27,10,0.03,1,9
"BETHEL AIRPORT, AK US (USW00026615)",3/3/2002,18,24,12,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/4/2002,12,19,5,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/5/2002,9,16,2,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/6/2002,9,18,-1,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/7/2002,0,18,-1,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/8/2002,14,31,-4,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/9/2002,13,21,4,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/10/2002,11,23,-1,0,0.8,9
"BETHEL AIRPORT, AK US (USW00026615)",3/11/2002,19,25,12,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/12/2002,11,17,4,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",3/13/2002,15,28,1,0.02,0.8,10
"BETHEL AIRPORT, AK US (USW00026615)",3/14/2002,29,32,26,0.03,0.7,10
"BETHEL AIRPORT, AK US (USW00026615)",3/15/2002,35,42,28,0.11,0.5,4
"BETHEL AIRPORT, AK US (USW00026615)",3/16/2002,34,39,29,0.09,0.4,2
"BETHEL AIRPORT, AK US (USW00026615)",3/17/2002,34,41,27,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",3/18/2002,34,39,28,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",3/19/2002,32,41,22,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",3/20/2002,34,38,29,0.01,0.4,1
"BETHEL AIRPORT, AK US (USW00026615)",3/21/2002,34,39,28,0,0.3,1
"BETHEL AIRPORT, AK US (USW00026615)",3/22/2002,28,37,19,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/23/2002,30,37,22,0.02,0.5,0
"BETHEL AIRPORT, AK US (USW00026615)",3/24/2002,34,37,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/25/2002,33,38,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/26/2002,30,32,27,0.09,3.8,3
"BETHEL AIRPORT, AK US (USW00026615)",3/27/2002,24,29,19,0,0.1,3
"BETHEL AIRPORT, AK US (USW00026615)",3/28/2002,20,24,15,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",3/29/2002,11,19,2,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",3/30/2002,11,19,2,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",3/31/2002,16,25,7,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/1/2002,20,28,11,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/2/2002,21,34,8,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/3/2002,25,33,16,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/4/2002,24,35,13,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/5/2002,26,37,14,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/6/2002,28,38,18,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",4/7/2002,29,37,21,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/8/2002,28,36,20,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/9/2002,21,28,14,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/10/2002,17,24,10,0,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",4/11/2002,15,24,6,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/12/2002,20,31,9,0.02,1.6,2
"BETHEL AIRPORT, AK US (USW00026615)",4/13/2002,31,33,29,0.04,0.9,1
"BETHEL AIRPORT, AK US (USW00026615)",4/14/2002,34,38,29,0.01,0.1,1
"BETHEL AIRPORT, AK US (USW00026615)",4/15/2002,26,30,21,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/16/2002,28,35,21,0.12,1.8,1
"BETHEL AIRPORT, AK US (USW00026615)",4/17/2002,27,35,19,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/18/2002,23,29,16,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/19/2002,29,36,22,0.24,2.4,2
"BETHEL AIRPORT, AK US (USW00026615)",4/20/2002,30,33,27,0.09,1.9,0
"BETHEL AIRPORT, AK US (USW00026615)",4/21/2002,26,30,21,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/22/2002,28,33,22,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/23/2002,26,37,14,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/24/2002,31,45,17,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/25/2002,35,37,32,0.06,0.3,0
"BETHEL AIRPORT, AK US (USW00026615)",4/26/2002,34,35,33,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/27/2002,36,41,30,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/28/2002,40,44,36,0.32,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/29/2002,37,39,35,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/30/2002,35,39,30,0.46,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",5/1/2002,34,39,28,0.02,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",5/2/2002,32,33,31,1.35,6.2,5
"BETHEL AIRPORT, AK US (USW00026615)",5/3/2002,36,40,32,0.01,0.2,1
"BETHEL AIRPORT, AK US (USW00026615)",5/4/2002,37,41,33,0.4,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/5/2002,39,43,34,0.62,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/6/2002,36,38,33,0.15,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",5/7/2002,36,38,34,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/8/2002,37,41,33,0.27,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/9/2002,36,40,32,0.1,0.6,0
"BETHEL AIRPORT, AK US (USW00026615)",5/10/2002,38,44,32,0.03,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",5/11/2002,35,41,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/12/2002,39,49,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/13/2002,45,57,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/14/2002,45,57,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/15/2002,47,62,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/16/2002,43,55,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/17/2002,47,61,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/18/2002,50,64,35,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/19/2002,51,63,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/20/2002,57,73,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/21/2002,58,70,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/22/2002,57,68,45,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/23/2002,52,61,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/24/2002,54,65,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/25/2002,55,67,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/26/2002,51,61,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/27/2002,55,65,45,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/28/2002,58,67,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/29/2002,55,67,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/30/2002,47,56,37,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/31/2002,48,56,40,0.27,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/1/2002,54,63,45,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/2/2002,50,54,45,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/3/2002,53,63,42,0.22,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/4/2002,51,64,38,0.25,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/5/2002,53,66,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/6/2002,54,64,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/7/2002,57,68,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/8/2002,54,61,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/9/2002,54,60,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/10/2002,50,61,39,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/11/2002,53,63,43,0.47,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/12/2002,53,64,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/13/2002,55,64,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/14/2002,61,75,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/15/2002,61,79,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/16/2002,68,83,52,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/17/2002,70,84,55,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/18/2002,60,71,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/19/2002,50,52,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/20/2002,56,65,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/21/2002,59,68,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/22/2002,58,69,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/23/2002,58,65,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/24/2002,56,67,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/25/2002,53,62,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/26/2002,53,65,41,0.74,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/27/2002,58,66,49,0.23,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/28/2002,59,72,46,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/29/2002,57,65,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/30/2002,57,64,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/1/2002,50,56,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/2/2002,57,68,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/3/2002,51,54,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/4/2002,52,63,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/5/2002,50,52,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/6/2002,51,54,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/7/2002,52,56,48,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/8/2002,51,57,44,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/9/2002,52,59,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/10/2002,57,66,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/11/2002,57,65,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/12/2002,57,66,48,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/13/2002,54,58,50,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/14/2002,57,61,52,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/15/2002,56,59,53,0.29,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/16/2002,58,65,51,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/17/2002,60,69,51,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/18/2002,65,78,51,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/19/2002,61,66,56,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/20/2002,61,69,52,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/21/2002,58,64,51,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/22/2002,64,73,55,0.08,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/23/2002,62,69,55,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/24/2002,56,60,51,0.75,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/25/2002,55,62,48,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/26/2002,55,60,50,0.16,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/27/2002,52,58,45,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/28/2002,50,58,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/29/2002,56,62,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/30/2002,56,64,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/31/2002,61,77,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/1/2002,67,81,53,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/2/2002,65,79,51,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/3/2002,69,84,53,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/4/2002,64,77,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/5/2002,63,68,57,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/6/2002,61,68,54,0.24,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/7/2002,56,67,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/8/2002,53,60,45,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/9/2002,53,58,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/10/2002,52,66,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/11/2002,54,63,45,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/12/2002,,65,47,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/13/2002,50,58,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/14/2002,53,63,43,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/15/2002,54,58,50,0.08,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/16/2002,53,56,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/17/2002,54,59,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/18/2002,51,56,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/19/2002,51,59,43,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/20/2002,49,51,46,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/21/2002,50,55,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/22/2002,51,53,48,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/23/2002,55,62,48,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/24/2002,55,64,46,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/25/2002,57,65,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/26/2002,56,66,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/27/2002,55,64,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/28/2002,50,56,44,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/29/2002,52,62,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/30/2002,54,60,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/31/2002,48,56,40,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/1/2002,49,57,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/2/2002,48,60,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/3/2002,49,58,40,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/4/2002,55,58,52,0.34,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/5/2002,54,57,50,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/6/2002,52,56,48,0.24,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/7/2002,50,56,43,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/8/2002,45,52,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/9/2002,45,52,37,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/10/2002,44,52,36,0.08,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/11/2002,49,52,45,0.46,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/12/2002,49,54,44,0.33,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/13/2002,47,52,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/14/2002,44,50,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/15/2002,42,53,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/16/2002,46,54,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/17/2002,47,56,38,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/18/2002,41,49,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/19/2002,40,47,33,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/20/2002,38,47,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/21/2002,41,53,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/22/2002,44,57,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/23/2002,50,56,43,0.36,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/24/2002,51,59,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/25/2002,47,52,41,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/26/2002,48,49,46,0.24,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/27/2002,48,51,45,0.66,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/28/2002,48,53,42,0.21,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/29/2002,46,50,42,0.44,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/30/2002,44,48,40,0.18,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/1/2002,41,48,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/2/2002,41,48,34,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/3/2002,41,48,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/4/2002,35,43,26,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/5/2002,37,41,33,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/6/2002,41,48,33,0.19,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/7/2002,38,45,30,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/8/2002,35,42,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/9/2002,32,41,22,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/10/2002,45,53,36,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/11/2002,41,50,32,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/12/2002,47,51,42,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/13/2002,51,57,44,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/14/2002,45,53,37,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/15/2002,41,46,35,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/16/2002,36,43,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/17/2002,30,32,27,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/18/2002,26,29,22,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/19/2002,21,22,19,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/20/2002,17,21,12,0.1,2.5,2
"BETHEL AIRPORT, AK US (USW00026615)",10/21/2002,16,24,8,0.03,0.5,2
"BETHEL AIRPORT, AK US (USW00026615)",10/22/2002,33,42,24,0.1,0,2
"BETHEL AIRPORT, AK US (USW00026615)",10/23/2002,36,45,26,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/24/2002,36,42,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/25/2002,39,42,36,0.46,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/26/2002,36,40,31,0.21,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/27/2002,34,40,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/28/2002,36,43,29,0,0.3,0
"BETHEL AIRPORT, AK US (USW00026615)",10/29/2002,45,51,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/30/2002,42,44,40,0.11,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/31/2002,40,45,35,0.08,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/1/2002,38,45,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/2/2002,32,33,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/3/2002,32,35,28,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/4/2002,40,46,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/5/2002,38,43,33,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/6/2002,43,51,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/7/2002,36,43,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/8/2002,30,34,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/9/2002,19,25,13,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/10/2002,12,15,9,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/11/2002,0,13,5,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/12/2002,9,15,2,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/13/2002,12,17,6,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/14/2002,0,17,1,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/15/2002,18,31,5,0.09,1.3,1
"BETHEL AIRPORT, AK US (USW00026615)",11/16/2002,28,33,22,0.01,0.1,1
"BETHEL AIRPORT, AK US (USW00026615)",11/17/2002,26,36,16,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/18/2002,22,28,16,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/19/2002,22,27,17,0,0.2,1
"BETHEL AIRPORT, AK US (USW00026615)",11/20/2002,32,38,25,0,0.1,1
"BETHEL AIRPORT, AK US (USW00026615)",11/21/2002,28,33,23,0.05,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/22/2002,31,35,27,0.01,0.2,1
"BETHEL AIRPORT, AK US (USW00026615)",11/23/2002,36,39,32,0.05,0.2,1
"BETHEL AIRPORT, AK US (USW00026615)",11/24/2002,31,37,24,0.01,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/25/2002,32,37,26,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",11/26/2002,31,33,29,0.25,2.8,3
"BETHEL AIRPORT, AK US (USW00026615)",11/27/2002,30,32,28,0.05,0.5,3
"BETHEL AIRPORT, AK US (USW00026615)",11/28/2002,28,30,25,0,0.2,3
"BETHEL AIRPORT, AK US (USW00026615)",11/29/2002,29,31,26,0.21,3.2,7
"BETHEL AIRPORT, AK US (USW00026615)",11/30/2002,15,26,2,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",12/1/2002,22,36,7,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",12/2/2002,30,36,24,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",12/3/2002,29,34,24,0.17,0,5
"BETHEL AIRPORT, AK US (USW00026615)",12/4/2002,33,38,27,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",12/5/2002,38,40,35,0.02,0,4
"BETHEL AIRPORT, AK US (USW00026615)",12/6/2002,35,39,31,0.01,0,3
"BETHEL AIRPORT, AK US (USW00026615)",12/7/2002,31,35,27,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",12/8/2002,34,37,30,0.07,0,2
"BETHEL AIRPORT, AK US (USW00026615)",12/9/2002,35,38,32,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",12/10/2002,31,37,25,0,0,0
